Total of paths: 1236
Noise: 765
 -12922,-23486,-13295,-24057,-13445,-24288,-13505,-24383,-13173,-24463,-12667,-24549,-12039,-24629,-11552,-24660,-11381,-24820,-11210,-25052,-11134,-25152,-11106,-25194,-11471,-24840,-11230,-25073,-11136,-25157,-11096,-25192,-11080,-25206,-11074,-25211,-11071,-25214,-11070,-25215,-11069,-25215,-11339,-25114,-11450,-25071,-11499,-25054,-11520,-25047,-11528,-25043,-11532,-25042,-11534,-25041,-11739,-25352,-11819,-25476,-11851,-25527,-11910,-25942,-11980,-26474,-12006,-26695,-11645,-26857,-11496,-26925,-11427,-26955,-11398,-26969,-11214,-26643,-11029,-26176,-10958,-26000,-10926,-25932,-10804,-26439,-10540,-27188,-10327,-27966,-10250,-28265,-10219,-28400,-10204,-28457,-10197,-28481,-10173,-28711,-10162,-28806,-10255,-28888,-10147,-29259,-9908,-29776,-9808,-30003,-9767,-30098,-9776,-29763,-9779,-29610,-9412,-29444,-8916,-29232,-8704,-29147,-8412,-28969,-8093,-28760,-7961,-28668,-7698,-28492,-7397,-28256,-7064,-28006,-6719,-27771,-6386,-27542,-6239,-27448,-5977,-27724,-5857,-27832,-5808,-27878,-5787,-27898,-5247,-27890,-4763,-27838,-4308,-27805,-4112,-27791,-3680,-27951,-3146,-28165,-2926,-28261,-2305,-28285,-1495,-28268,-697,-28288,128,-28260,823,-28214,983,-28329,1416,-28388,1970,-28420,2529,-28441,3080,-28460,3298,-28462,3385,-28470,3793,-28405,4294,-28271,4504,-28217,4588,-28195,4813,-27865,5091,-27388,5403,-26863,5705,-26329,5833,-26101,5881,-26000,5898,-25960,6084,-25584,6341,-25081,6448,-24869,6890,-24709,7446,-24596,8041,-24531,8287,-24503,8385,-24495,8424,-24490,8440,-24488,8446,-24487,8449,-24487,8450,-24487,8450,-24487,8450,-24486,8451,-24486,8451,-24486,8451,-24486,8451,-24486,8451,-24486,8451,-24486,8182,-24227,7801,-23858,7648,-23703,7587,-23637,7579,-23264,7627,-22706,7664,-22099,7666,-21839,7349,-21485,6932,-21052,6353,-20549,5840,-20089,5305,-19556,5069,-19340,4752,-18934,4388,-18322,3992,-17750,3800,-17512,3724,-17412,3618,-17937,3494,-18676,3424,-19557,3298,-20499,3222,-21473,3102,-22390 ;
 -13302,-24115,-12989,-24270,-12430,-24223,-11773,-24098,-11514,-24026,-11407,-24002,-11797,-23985,-12531,-24024,-12800,-24053,-12606,-24388,-12180,-24861,-12014,-25040,-12383,-25185,-12538,-25250,-12779,-25258,-13050,-25373,-13163,-25410,-13545,-25488,-13682,-25520,-13735,-25530,-13757,-25535,-14195,-25400,-14367,-25356,-14540,-25483,-14800,-25560,-14908,-25590,-14949,-25600,-15235,-25235,-15354,-25084,-15404,-25024,-15784,-24713,-16237,-24300,-16424,-24157,-16395,-24508,-16346,-24870,-16327,-25024,-16125,-24694,-15834,-24159,-15723,-23951,-15683,-23874,-15271,-24210,-14754,-24657,-14172,-25246,-13544,-25824,-12950,-26357,-12720,-26563,-12120,-26853,-11883,-26967,-11250,-27095,-10416,-27261,-10108,-27332,-9668,-27795,-9260,-28416,-8811,-29183,-8625,-29479,-8548,-29597,-8447,-29215,-8418,-29057,-8404,-28993,-8936,-29117,-9702,-29283,-10530,-29475,-10858,-29551,-10994,-29573,-11046,-29581,-11067,-29586,-11074,-29588,-11077,-29588,-11079,-29589,-11079,-29589,-11501,-29583,-11958,-29592,-12548,-29663,-12771,-29677,-13074,-29691,-13416,-29895,-13713,-29991,-13833,-30029,-13882,-30046,-13645,-30516,-13551,-30704,-13673,-30233,-13861,-29532,-14092,-28731,-14185,-28410,-14233,-28282,-14670,-28382,-15298,-28530,-15744,-28513,-16289,-28669,-16504,-28732,-16583,-28753,-16185,-28673,-15494,-28510,-14736,-28276,-13843,-28074,-13024,-27901,-12413,-27772,-12181,-27725,-11767,-27995,-11612,-28089,-11228,-28088,-10811,-28271,-10397,-28529,-9702,-28589,-8950,-28515,-8084,-28333,-7235,-28214,-6362,-28119,-5507,-27984,-4714,-27837,-3821,-27736,-3003,-27636,-2124,-27527,-1157,-27414,-242,-27303,564,-27252,1291,-27104,2026,-26953,2720,-26816,3417,-26738,4163,-26644,4897,-26549,5653,-26439,6384,-26330,7113,-26223,7901,-26148,8585,-26022,9286,-25968,10029,-25917,10318,-25892,10437,-25880,10482,-25874,10501,-25871,10509,-25870,10512,-25870,10513,-25869,10513,-25869,10514,-25869,10514,-25869,10514,-25869,10039,-26012,9846,-26082,9632,-25698,9539,-25547,9500,-25486,9485,-25463,8923,-25319,8216,-25114,7340,-24954 ;
 -10140,-25377,-10335,-25401,-10410,-25412,-10439,-25417,-10559,-25843,-10606,-26008,-10624,-26071,-10630,-26094,-10429,-26668,-10164,-26973,-9858,-27163,-9617,-27483,-9422,-27877,-9349,-28032,-9321,-28092,-9311,-28116,-8902,-28118,-8750,-28107,-8692,-28102,-8203,-28115,-7598,-28112,-7368,-28109,-7278,-28114,-7245,-28116,-7233,-28117,-7229,-28117,-7227,-28117,-7226,-28117,-7017,-27703,-6750,-27134,-6659,-26914,-6232,-26605,-5675,-26271,-5466,-26157,-5209,-25650,-4933,-25084,-4688,-24516,-4451,-23917,-4281,-23527,-4098,-23080,-4035,-22895,-4012,-22823,-4190,-23361,-4260,-23567,-4287,-23645,-4298,-23677,-4303,-23690,-3744,-23819,-2903,-24059,-2023,-24250,-1108,-24507,-178,-24738,677,-24986,1379,-25136,2103,-25325,2801,-25475,3488,-25584,4229,-25707,4947,-25860,5662,-26036,6329,-26189,7041,-26326,7717,-26433,8438,-26573,9124,-26723,9849,-26839,10124,-26867,10575,-26587,10749,-26492,10818,-26456,10844,-26445,11085,-26059,11166,-25907,11293,-25430,11344,-25242,11367,-25171,11183,-24740,10887,-24144,10545,-23536,10433,-23309,10392,-23226,10379,-23195,10374,-23182,10372,-23178,10372,-23176,10771,-23337,10923,-23398,10981,-23422,11417,-23559,11582,-23605,11649,-23619,11111,-23821,10355,-24076,10056,-24175,9933,-24215,9883,-24227,9863,-24232,10106,-23876,10193,-23745,10226,-23693,10237,-23672,10241,-23665,9857,-24081,9274,-24664,9059,-24889,8424,-25298,7713,-25739,6985,-26271,6153,-26768,5470,-27184,4850,-27592,4205,-27949,3958,-28078,3497,-27862,2991,-27498,2445,-27056,2239,-26888,2163,-26832,2135,-26810,2513,-26581,3016,-26236,3605,-25906,4217,-25558,4449,-25434,4708,-25114,4819,-24988,4744,-24513,4580,-23867,4394,-23207,4319,-22948,4286,-22849,4273,-22812,4267,-22797,4205,-22373,4185,-22219,4174,-22159,4170,-22136,4169,-22126,4168,-22123,4168,-22122,4168,-22121,4168,-22121,4168,-22121,4565,-22310,5160,-22581,5733,-22884,6315,-23170,6950,-23474,7575,-23828,8220,-24161 ;
 -12172,-27881,-12234,-27876,-12258,-27875,-12523,-27375,-12810,-26700,-12935,-26411,-12991,-26280,-12641,-26012,-12488,-25898,-12426,-25848,-12126,-25772,-11572,-25665,-11051,-25552,-10589,-25419,-10127,-25320,-9692,-25225,-9257,-25087,-8816,-24978,-8388,-24904,-7937,-24816,-7510,-24725,-7322,-24677,-6885,-24828,-6710,-24882,-6499,-25280,-6425,-25437,-6246,-25879,-6156,-26066,-5618,-26241,-4860,-26418,-3969,-26614,-3029,-26855,-2105,-27013,-1098,-27208,-105,-27370,791,-27448,1562,-27544,2303,-27580,2958,-27651,3630,-27734,4342,-27817,5041,-27918,5734,-28013,6425,-28164,7117,-28234,7764,-28296,8445,-28337,9123,-28420,9809,-28509,10120,-28563,10251,-28587,10308,-28595,10472,-28214,10659,-27698,10897,-27052,10986,-26776,10744,-26391,10307,-25970,9819,-25530,9628,-25336,9731,-24916,9759,-24750,9425,-24432,8948,-24062,8383,-23749,7825,-23411 ;

Cluster 19 consists of the following 5 point :

 15488,10224,15488,10224,15488,10224,15488,10224,15754,9764,16052,9137,16170,8892,16222,8795,16493,8284,16595,8064,17121,7736,17797,7382,18507,7020,19322,6605,20094,6242,20839,5872,21577,5464,22358,5055,22661,4896,23283,4722,24070,4523,24894,4307,25792,4059,26630,3751,27410,3436,28247,3199,29086,2935,29916,2690,30823,2433,31689,2166,32017,2048,32133,1999,31864,2226,31425,2592,30946,2984,30396,3340,30158,3485,30066,3546,30029,3573,30016,3583,30499,3622,31226,3717,32015,3781,32314,3807,32884,4112,33610,4494,34315,4920,35045,5321,35786,5694,36075,5840,36645,5552,37288,5121,37536,4929,37632,4854,37668,4824,37683,4811,37688,4806,38221,4820,38961,4905,39739,4967,40056,4969 ;
 13096,9304,13096,9304,13096,9304,13096,9304,13096,9304,13096,9304,13526,9365,14233,9437,14990,9511,15873,9603,16691,9634,17580,9704,18441,9807,19172,9909,19451,9972,19932,9852,20483,9682,21141,9494,21755,9231,22372,8979,23057,8741,23729,8502,24372,8245,24967,8041,25547,7851,26147,7634,26376,7550,26458,7518,26131,7688,25663,7976,25486,8090,25423,8132,25399,8147,25752,7964,26273,7737,26828,7470,27367,7180,27902,6877,28472,6575,29072,6283,29672,5965,30273,5650,30864,5331,31394,5014,31595,4901,32044,4708,32553,4459,32746,4349,32821,4306,32436,4424,31929,4592,31352,4813,30746,5068,30117,5293 ;
 9720,8487,9812,8482,9850,8480,9756,9003,9637,9724,9558,10039,9529,10176,9513,10230,9843,10602,9965,10753,10021,10810,10044,10835,10053,10845,10184,11309,10412,11972,10492,12246,10135,12072,9985,11998,9924,11966,9898,11952,9770,11470,9443,11099,9314,10939,9260,10870,9238,10838,9227,10825,9223,10820,9222,10817,9633,10853,10145,10916,10324,11133,10535,11444,10696,11578,10338,11561,10185,11560,10122,11558,10095,11557,10083,11556,10079,11556,10077,11556,9892,11159,9808,10986,9770,10915,9568,10699,9190,10312,9017,10140,8903,9981,8798,9815,8494,9660,8362,9583,8389,9976,8401,10149,8407,10223,8577,10625,8652,10802,8681,10876,8695,10907,8701,10920,8703,10925,8704,10927,8704,10928,9066,10545,9547,10030,9760,9839,10319,9497,11025,9083,11734,8658,12514,8280,13300,7838,14014,7353,14751,6924,15423,6466,16177,6011,16876,5594,17599,5151,18301,4763,19087,4351,19867,3919,20619,3469,21357,3055,22080,2661,22813,2248,23128,2083,23726,1942,24497,1769,25332,1616,26198,1453,27052,1276,27865,1072,28687,900,29472,774,30272,615,31096,471,31890,290,32682,128,33496,-46,34328,-200,35174,-329,36022,-418,36512,-518,36862,-602,37011,-636,37012,-134,37013,71,37494,137,37696,165,37779,179,37817,183,37710,665,37451,1324,37217,2042,36936,2860,37015,3294,36897,3944,36853,4208,36829,4312,36822,4358,36818,4377,37000,4828,37075,5014,37179,5589,37225,5829,37072,6388,37014,6634,36564,6912,35925,7208,35643,7345,35525,7402,35474,7427,35896,7623,36435,7811,36665,7894,36338,8164,36203,8277,36146,8325,35800,8683,35362,9178,34950,9664,34789,9861,34722,9945,34657,9494,34579,8843,34555,8592,34544,8486,34186,8648,33673,8919,33067,9207,32527,9501,32226,9795,32241,9786 ;
 13589,14898,13589,14898,13031,14898,12307,14851,11893,14830,11674,14818,11589,14809,11554,14805,11908,14512,12040,14408,12087,14370,12105,14355,12112,14350,12115,14348,12116,14347,12116,14347,12116,14346,12116,14346,12116,14346,12116,14346,12116,14346,12116,14346,12116,14346,12252,13816,12525,13088,12772,12378,12993,11709,13115,11187,13205,10806,13252,10596,13303,10427,13323,10364,13330,10339,13333,10329,13334,10326,13728,9931,14122,9602,14731,9123,15365,8621,15840,8233,16224,7895,16374,7765,16431,7715,16056,7520,15534,7313,14899,7065,14666,6955,14574,6905,14539,6888,14526,6882,14994,7170,15170,7266,15770,7332,16440,7444,17118,7556,17812,7663,18480,7818,19167,7960,19874,8044,20525,8102,21209,8140,21909,8142,22663,8248,23374,8309,24076,8405,24351,8456,24869,8652,25470,8898,25697,8981,26203,9001,26886,9044,27251,9057,27529,9058,27634,9049,27672,9045,27297,9474,27152,9639,27098,9704,27462,9341,27212,9579,27110,9671,27071,9708,27055,9720,27049,9726,27047,9728,27046,9728,27583,9679,27772,9669,28391,9775,28630,9815,29222,9592,29932,9253,30216,9131,30637,8584,30830,8335,31099,8181,31198,8120,31238,8098,31254,8089,31260,8086,31263,8084,31264,8084,31575,7598,31833,7187,31931,7029,32078,6457,32170,6168,32204,6062,31812,5880,31269,5664,30642,5431,29981,5178,29276,4944,28992,4842,28420,4802,27745,4791,27506,4777,27408,4771,27895,4674,28620,4531,29405,4356,30241,4179,30563,4112,31000,3646,31169,3472,31236,3405,30821,3333 ;
 11075,10890,11581,10549,12113,10185,12600,9800,13136,9430,13674,9073,14243,8748,14426,8634,15001,8467,15771,8282,16620,8090,17478,7870,18307,7656,19119,7431,19947,7191,20699,6974,21538,6811,22400,6649,23253,6372,24001,6160,24789,5937,25539,5646,26328,5398,27099,5240,27870,5042,28645,4819,29388,4636,29639,4598,29488,4121,29432,3970,29414,3915,29408,3897,29406,3891,29405,3889,29154,3384,29063,3212,29030,3153,29021,3133,29593,3210,30345,3378,31154,3516,31962,3641,32785,3716,33642,3747,34496,3847,34765,3879,34849,3889,34877,3895,34482,4027,34358,4077,34313,4097,34298,4103,34293,4106,34711,3824,34852,3727,35250,4063,35730,4579,35894,4753,35948,4808,35966,4828,35973,4834,35661,5105,35258,5490,34941,6034 ;

Cluster 20 consists of the following 6 point :

 -12405,-17603,-12518,-17637,-12639,-17670,-12679,-17678,-13225,-17555,-13967,-17425,-14206,-17394,-14354,-17422,-14480,-17475,-14520,-17492,-14448,-17516,-14338,-17536,-14215,-17560,-14097,-17587,-13966,-17618,-13844,-17633,-13720,-17653,-13598,-17666,-13480,-17692,-13360,-17716,-13232,-17736,-13104,-17764,-12982,-17796,-12943,-17805,-12931,-17808,-12847,-17852,-12745,-17901,-12635,-17962,-12527,-18024,-12412,-18092,-12300,-18162,-12191,-18233,-12081,-18297,-11969,-18364,-11861,-18426,-11746,-18490,-11635,-18556,-11514,-18617,-11401,-18669,-11291,-18735,-11179,-18801,-11067,-18856,-10950,-18911,-10838,-18972,-10732,-19039,-10626,-19107,-10515,-19172,-10413,-19235,-10304,-19307,-10191,-19382,-10069,-19451,-9959,-19517,-9852,-19581,-9747,-19644,-9637,-19711,-9525,-19776,-9413,-19847,-9374,-19869,-9280,-19904,-9166,-19931,-9043,-19963,-8917,-20000,-8788,-20034,-8657,-20068,-8535,-20102,-8412,-20144,-8287,-20180,-8163,-20208,-8042,-20236,-7914,-20266,-7789,-20299,-7660,-20332,-7532,-20363,-7403,-20404,-6865,-20567,-6176,-20824,-5418,-21064,-4618,-21324,-3790,-21597,-3047,-21856,-2200,-22084,-1395,-22379,-519,-22676,359,-22929,1180,-23115,2012,-23268,2284,-23310,2940,-23314,3750,-23312,4598,-23296,4969,-23299,5178,-23315,5821,-23379,6119,-23403,6302,-23412,6948,-23421,7239,-23430,7419,-23427,7477,-23426,7496,-23427,8074,-23261,8781,-23025,9096,-22918,9202,-22884,9226,-22777,9235,-22743,9237,-22732,9238,-22728,9239,-22727,9239,-22727,9239,-22727 ;
 -13920,-14048,-14804,-13714,-15169,-13597,-15320,-13538,-15386,-13515,-15414,-13505,-15426,-13502,-15802,-13582,-16102,-13653,-16226,-13686,-16623,-13896,-17187,-14155,-17488,-14296,-17728,-14412,-17828,-14461,-17873,-14482,-18264,-14806,-18443,-14948,-18683,-15070,-18892,-15247,-19199,-15349,-19360,-15435,-19436,-15470,-19470,-15482,-19332,-15044,-19056,-14366,-18759,-13594,-18777,-12924,-18786,-12623,-18789,-12495,-18790,-12441,-18790,-12417,-18790,-12406,-18637,-12780,-18440,-13285,-18200,-13890,-17927,-14512,-17678,-15135,-17409,-15791,-17114,-16414,-17013,-16688,-16479,-16961,-15774,-17242,-14961,-17493,-14074,-17786,-13137,-18024,-12740,-18114,-12549,-18159,-12037,-18418,-11365,-18763,-11095,-18898,-10981,-18955,-11153,-19465,-11208,-19683,-11236,-19789,-11003,-19943,-10636,-20124,-10232,-20304,-9846,-20487,-9682,-20580,-9611,-20621,-9151,-20875,-8505,-21262,-7744,-21625,-6962,-22047,-6231,-22557,-5522,-23079,-5211,-23308,-4636,-23547,-3907,-23787,-3112,-23983,-2291,-24142,-1437,-24321,-517,-24549,372,-24677,1157,-24815,1899,-24966,2623,-25090,3387,-25253,4113,-25437,4779,-25626,5469,-25803,6194,-25963,6900,-26113,7607,-26337,8315,-26587,8992,-26817,9677,-27039,10420,-27206,10759,-27307,10898,-27340,10959,-27356,11228,-27047,11336,-26901,11391,-26836,11419,-26808,10966,-26723,10261,-26560,9952,-26488,9613,-26061,9259,-25552,9100,-25305,8978,-24794,8919,-24548,8363,-24243,7669,-23893,6907,-23468,6561,-23271,6407,-23174,5941,-23040,5384,-22873,4724,-22738,4431,-22680,4301,-22659,4242,-22650,4215,-22645,4203,-22642 ;
 -23544,-23781,-23130,-23644,-22536,-23542,-22340,-23494,-22276,-23474,-22842,-23376,-23611,-23248,-23863,-23206,-23949,-23196,-23977,-23191,-23987,-23190,-23990,-23190,-23553,-23110,-22989,-22968,-22789,-22913,-23015,-23186,-23435,-23574,-23589,-23709,-23504,-23367,-23320,-22873,-23247,-22717,-22838,-22461,-22284,-22156,-21686,-21807,-21096,-21436,-20513,-21118,-20327,-21004,-20068,-21356,-19978,-21475,-19951,-21516,-19941,-21529,-19550,-21352,-19018,-21135,-18458,-20870,-17853,-20668,-17069,-20379,-16810,-20279,-16721,-20247,-16691,-20237,-16833,-20600,-16871,-20716,-16333,-20732,-16144,-20732,-15917,-20466,-16066,-20728,-16033,-21101,-16324,-21758,-16439,-21965,-16413,-22629,-16407,-22869,-15981,-23039,-15447,-23171,-15271,-23214,-14812,-23461,-14321,-23792,-14160,-23883,-14110,-23915,-14094,-23926,-14088,-23930,-14086,-23931,-14362,-23600,-14674,-23256,-14771,-23151,-14802,-23118,-14399,-22996,-14261,-22953,-14188,-23539,-13950,-23960,-13873,-24098,-13406,-24101,-12856,-24069,-12262,-24077,-12068,-24075,-11554,-24045,-11370,-24035,-11313,-24029,-11293,-24027,-11286,-24027,-11284,-24027,-11283,-24027,-11443,-24596,-11499,-24772,-11518,-24833,-11524,-24852,-11525,-24858,-11525,-24861,-11102,-24935,-10953,-24966,-10904,-24977,-10888,-24980,-10979,-24356,-11024,-24146,-11045,-24074,-11051,-24049,-10781,-24123,-10449,-24225,-10035,-24363,-9615,-24498,-9170,-24622,-8743,-24737,-8326,-24858,-7915,-24983,-7494,-25105,-7077,-25227,-6666,-25352,-6233,-25513,-5820,-25627,-5404,-25742,-5015,-25884,-4602,-26009,-4202,-26156,-3802,-26278,-3366,-26416,-2950,-26543,-2552,-26655,-1822,-26893,-1040,-27065,-213,-27297,637,-27527,1345,-27683,1574,-27714,2056,-27675,2665,-27596,3321,-27550,3921,-27533,4123,-27540,4194,-27539,3723,-27764,3568,-27839,3249,-27550,3142,-27456,3535,-27323,4086,-27141,4677,-26961,5309,-26846,5917,-26686,6539,-26526,7171,-26375,7808,-26166,8424,-25996,9054,-25843,9260,-25792,9161,-25391,8947,-24845,8870,-24670,8436,-24528,7888,-24422,7306,-24302,6646,-24166,6406,-24123 ;
 -23117,-18384,-22686,-18824,-22241,-19281,-21790,-19702,-21379,-20187,-20936,-20672,-20450,-21178,-19938,-21689,-19469,-22156,-18994,-22611,-18849,-22761,-19004,-23410,-19053,-23607,-18757,-23955,-18343,-24353,-18198,-24483,-18153,-24525,-18138,-24539,-18133,-24544,-17903,-24010,-17727,-23394,-17495,-22570,-17406,-22305,-17377,-22218,-17366,-22191,-17362,-22182,-17361,-22179,-17360,-22179,-17360,-22178,-17360,-22178,-17360,-22178,-17665,-22506,-17873,-22730,-17939,-22814,-17734,-23217,-17455,-23730,-17591,-23544,-17635,-23488,-17651,-23470,-17657,-23464,-17231,-23422,-16641,-23397,-16449,-23384,-15933,-23427,-15335,-23516,-14682,-23620,-14076,-23730,-13397,-23804,-13152,-23835,-13072,-23845,-13044,-23848,-12682,-24048,-12554,-24118,-12520,-24566,-12524,-25094,-12483,-24832,-12459,-24389,-12449,-24244,-12442,-24200,-11999,-24076,-11414,-23936,-11221,-23895,-11160,-23880,-11140,-23874,-11134,-23872,-11131,-23871,-11131,-23871,-11361,-23317,-11428,-23134,-11024,-23045,-10458,-22978,-10271,-22954,-9934,-22911,-9520,-22899,-9090,-22860,-8951,-22849,-8902,-22847,-8886,-22846,-8580,-22820,-8175,-22777,-7748,-22748,-7325,-22725,-7174,-22712,-7125,-22706,-6806,-22704,-6103,-22660,-5864,-22659,-5784,-22659,-5758,-22660,-5587,-22259,-5325,-21756,-5042,-21194,-4791,-20608,-4715,-20412,-4693,-20346,-4686,-20323,-4683,-20315,-4682,-20312,-4773,-20900,-4805,-21096,-4816,-21161,-4386,-21544,-3748,-22029,-3062,-22560,-2335,-23051,-1616,-23468,-1383,-23590,-719,-23732,126,-23905,821,-23977,1439,-24038,2106,-24098,2723,-24229,3362,-24328,4000,-24387,4692,-24488,5327,-24592,5959,-24697,6600,-24812,7245,-24930,7909,-25030,8539,-25084,9190,-25219,9848,-25348,10071,-25387,10142,-25397,10166,-25398,10173,-25399,10176,-25399,10177,-25399,10177,-25399,10177,-25399,9671,-25184,9516,-25111,9463,-25087,9446,-25080,8851,-25145,8075,-25233,7222,-25320,6270,-25438,5954,-25472,5851,-25474,6226,-25322,6778,-25144,7374,-24938,7580,-24879,7647,-24861,7671,-24855,7075,-24832,6336,-24744 ;
 -17888,-17584,-17881,-17596,-17748,-17977,-17704,-18104,-18057,-18350,-18473,-18618,-18950,-18874,-19099,-18970,-19150,-19003,-19167,-19012,-19173,-19015,-19175,-19016,-19176,-19017,-19176,-19017,-19176,-19017,-19176,-19017,-19176,-19017,-19176,-19017,-19629,-18657,-19784,-18531,-19840,-18486,-20327,-18146,-20955,-17675,-21146,-17508,-21208,-17459,-20765,-17342,-20619,-17302,-20139,-17309,-19559,-17295,-18949,-17266,-18320,-17292,-18111,-17300,-17974,-17886,-17941,-18078,-17930,-18144,-17927,-18165,-17926,-18172,-17797,-18598,-17624,-19212,-17569,-19430,-17101,-19499,-16500,-19520,-15855,-19520,-15190,-19542,-14977,-19540,-14494,-19679,-13949,-19824,-13343,-19990,-12703,-20162,-12212,-20296,-11767,-20420,-11349,-20552,-10930,-20672,-10540,-20781,-10155,-20910,-9629,-21063,-9028,-21233,-8393,-21397,-7729,-21582,-7231,-21761,-6776,-21934,-6357,-22069,-5933,-22191,-5540,-22313,-5133,-22393,-4998,-22429,-4684,-22529,-4017,-22667,-3223,-22874,-2398,-23058,-1589,-23341,-755,-23655,86,-23903,742,-24081,1442,-24249,2127,-24433,2779,-24616,3385,-24776,3984,-24940,4567,-25125,5157,-25302,5778,-25477,6402,-25652,6997,-25784,7640,-25898,8292,-26043,8896,-26252,9514,-26436,10119,-26561,10711,-26756,11347,-26932,11553,-27007,11620,-27031,11643,-27039,11650,-27042,11653,-27044,11654,-27044,12063,-26984,12188,-26970,12229,-26966,12242,-26964,12246,-26963,12247,-26963,12248,-26963,12248,-26963,12025,-26588,11951,-26464,11493,-26280,10941,-26071,10764,-26014,10611,-25588,10553,-25021,10533,-24834,10296,-24355,10029,-23802,9752,-23231,9662,-23044,9063,-22752,8871,-22640,8474,-22290,7983,-21865,7471,-21421 ;
 -23987,-14406,-23923,-14559,-23855,-14718,-23804,-14866,-23765,-15020,-23749,-15067,-23743,-15083,-23681,-15170,-23596,-15278,-23504,-15405,-23403,-15524,-23309,-15652,-23215,-15778,-22904,-16202,-22585,-16707,-22240,-17172,-21908,-17632,-21500,-18157,-21083,-18687,-20718,-19237,-20373,-19772,-19998,-20313,-19627,-20862,-19246,-21392,-18870,-21905,-18742,-22061,-18702,-22108,-18259,-22169,-17692,-22171,-17074,-22207,-16867,-22212,-16995,-22617,-17026,-22747,-16414,-22744,-15761,-22680,-15085,-22613,-14433,-22525,-13790,-22480,-12965,-22445,-12262,-22369,-12045,-22339,-11966,-22326,-11938,-22322,-11929,-22321,-11926,-22320,-11925,-22320,-11484,-22270,-11352,-22254,-11309,-22250,-11295,-22248,-11290,-22247,-11288,-22247,-11287,-22247,-11287,-22247,-11287,-22247,-11287,-22247,-11287,-22247,-11287,-22247,-11287,-22247,-11287,-22247,-10670,-22386,-9895,-22561,-9366,-22707,-9193,-22757,-8859,-22840,-8740,-22870,-8704,-22879,-9174,-23301,-9314,-23452,-9360,-23501,-9375,-23519,-9082,-23593,-8735,-23709,-8345,-23832,-7936,-23934,-7555,-24049,-7435,-24091,-7522,-23495,-7562,-23300,-7577,-23234,-7295,-23288,-6899,-23349,-6508,-23469,-6096,-23540,-5958,-23571,-5604,-23654,-5490,-23676,-5850,-24130,-6408,-24703,-7021,-25361,-7240,-25589,-7312,-25663,-6739,-25816,-5968,-25997,-5144,-26181,-4344,-26421,-3490,-26649,-2651,-26802,-1838,-26999,-1002,-27198,-146,-27401,717,-27613,1377,-27807,2000,-27983,2627,-28164,3255,-28323,3881,-28499,4566,-28640,5203,-28810,5821,-28973,6445,-29130,7066,-29292,7726,-29472,8410,-29612,8634,-29658,9116,-29481,9666,-29227,10231,-28943,10815,-28597,11444,-28305,11649,-28212,11717,-28182,11738,-28171,11746,-28167,11748,-28166,11996,-27805,12085,-27689,12114,-27652,12123,-27639,12127,-27635,12282,-27269,12334,-27149,12353,-27109,12360,-27095,12363,-27090,12364,-27089,12364,-27088,12364,-27088,12292,-26654,12265,-26509,12196,-26031,12173,-25879,11840,-25537,11740,-25428,11261,-25229,10650,-25015,10067,-24811,9874,-24752,9521,-24412,9097,-23992 ;

Cluster 21 consists of the following 4 point :

 -4160,-8750,-4750,-9060,-5423,-9436,-6067,-9813,-6359,-9986,-6853,-10095,-7091,-10149,-7327,-10534,-7449,-10717,-7084,-11022,-6489,-11426,-5831,-11915,-5128,-12448,-4363,-12926,-3615,-13417,-2869,-13985,-2121,-14559,-1402,-15067,-1033,-15330,-327,-15373,433,-15319,1212,-15174,2114,-15012,2551,-14940,2756,-14924,2854,-14919,2904,-14919,2929,-14916,2896,-14419,2886,-14197,2878,-14084,2986,-14506,3177,-15235,3425,-16133,3567,-16608,3361,-16415,3039,-15905,2893,-15651,2826,-15521,2793,-15457,2778,-15424,2770,-15407,2767,-15399,2765,-15395,3175,-15646,3835,-16000,4629,-16423,5430,-16853,5814,-17057,6476,-17178,7216,-17242,7573,-17284,8121,-17676,8766,-18165,9078,-18393,9701,-18562,10525,-18723,11370,-18856,12268,-18970,13093,-19056,13833,-19073,14559,-19043,15322,-19097,16025,-19163,16727,-19193,17437,-19173,18149,-19200,18866,-19307,19605,-19384,20330,-19445,21056,-19493,21867,-19571,22805,-19680,23240,-19723,23889,-19643,24740,-19537,25679,-19396,26631,-19262,27594,-19152,28535,-19056,29563,-18922,30519,-18805,31476,-18729,31930,-18677,32597,-18485,33412,-18149,34246,-17769,35056,-17328,35873,-16880,36234,-16638,36899,-16476,37680,-16396,38581,-16316,39451,-16193,40327,-16061,41253,-15872,42251,-15699,42759,-15647,43016,-15625,43139,-15622,43203,-15622,43236,-15621,43252,-15620,43260,-15620,43263,-15619,43265,-15619,43304,-15143,43323,-14906,43238,-14739,43094,-14617,42925,-14528 ;
