Total of paths: 1236
Noise: 765
 35040,-6100,34992,-6100,34975,-6101,35230,-5575,35504,-4811,35891,-4008,36271,-3178,36415,-2862,36481,-2735,36504,-2688,36513,-2669,36517,-2662,35939,-2619,35140,-2577,34829,-2557,34893,-2186,34916,-2053,34928,-2004,34932,-1986,35188,-2542,35474,-3220,35589,-3489,35633,-3590,35072,-3621,34216,-3590,33893,-3579,33776,-3567,33916,-4083,33975,-4283,34002,-4354,33982,-4612,33944,-4943,33928,-5064,33922,-5113,34535,-5435,35048,-5765,35546,-6165,36007,-6506,36440,-6854,36853,-7203,37024,-7329,37636,-7581,38448,-7945,38772,-8057,39410,-8469,40187,-9011,40639,-9289,41323,-9720,41901,-9866,42481,-10150,43065,-10488,43300,-10595,43606,-11005 ;
 33403,-2108,33403,-2108,33626,-2547,33975,-3149,34121,-3387,34187,-3488,34682,-3688,35327,-4005,35607,-4151,36024,-4611,36441,-5198,36606,-5420,37135,-5396,37771,-5243,38379,-5121,38637,-5073,38736,-5051,38422,-5161 ;
 41920,3654,41920,3654,41920,3654,41496,3210,40974,2654,40777,2452,40706,2379,41223,2681,41407,2786,41472,2822,41887,3310,42420,3951,42978,4676,43550,5424,43935,5895,44062,6078,44580,5788,44757,5683 ;
 34189,-4461,35958,-3735,37620,-3018,39118,-2308,42037,-3046,44668,-3722,47120,-4331,49443,-4907,51563,-5498 ;
 31991,-12592,31565,-12036,31412,-11838,30920,-11708,30755,-11658,30691,-11637,30227,-11605,29580,-11565,28906,-11506 ;
 34373,-3878,34429,-4257,34453,-4418,34465,-4488,34472,-4515,34474,-4525,34403,-4469,34303,-4377,34184,-4275 ;
 39634,-2728,39377,-1824,39242,-1438,39343,-1830,39387,-1981,39401,-2039,39331,-2000,39219,-1925,39096,-1830 ;
 42330,-14826,42587,-13901,42690,-13524,42741,-13366,42762,-13300,42770,-13273,42420,-13112,41942,-12909,41376,-12676 ;
 44698,-402,44248,-363,44013,-342,43411,-272,43626,-334,43731,-365,43784,-381,44261,-649,44496,-787,44610,-856,44221,-597,43531,-198,42736,260,42339,484,42132,596,41544,901,41281,1062,41161,1145,41096,1192,41496,909,42089,443,42389,196,42628,-480,42865,-1317,43069,-2290,43139,-2786,43180,-3030,43297,-3711,43386,-4499,43410,-4903,43431,-5109,42954,-5247,42720,-5332,42593,-5371,42317,-5390,42008,-5427,41620,-5696,41360,-5762,41235,-5803,41167,-5822,41135,-5830,41081,-5843,40842,-5915,40842,-5915,40516,-6115,40352,-6208 ;
 29914,-8194,29914,-8194,29600,-8381,29219,-8623,28804,-8834,28425,-9021,28229,-9102,28130,-9133,28079,-9151,28055,-9160,28042,-9163,28036,-9166,28033,-9166,28032,-9167,28031,-9167,28031,-9167,28460,-9182,28661,-9193,28752,-9203,28794,-9211,28815,-9216,28824,-9218,28829,-9219,28831,-9220,28832,-9220,28833,-9220,29194,-9535,29379,-9684,29838,-9949,30159,-9922,30676,-10039,31349,-10341,31677,-10487,31912,-10853,32036,-11027,32084,-11579,32101,-12316,32145,-12672,32570,-12592,32787,-12553,32888,-12532,32941,-12522,32692,-12225,32897,-12412,32672,-12486,32202,-12167,32287,-12318,32351,-12643,32351,-12625,32351,-12615,32338,-12095,32283,-11395,32198,-10564,32158,-10141,32140,-9935,31796,-9715,31238,-9509,30638,-9234,30055,-8977 ;
 39955,-8080,39968,-8087,40291,-8569,40434,-8758,40496,-8842,40521,-8873,40529,-8887,40533,-8892,41078,-8679,41824,-8463,42115,-8398,42764,-8668,43132,-8838,43836,-9186,44641,-9578,45031,-9770,45752,-10104,46036,-10243,46297,-10371,46524,-10209,46805,-10235,46917,-10252,46965,-10261,46430,-10319,45602,-10422,45268,-10472,45135,-10501,45079,-10513,44473,-10644,43656,-10743,43321,-10783,43324,-10199,43322,-9979,43750,-10271,43919,-10378,43987,-10422,43437,-10393,42654,-10356,41714,-10249,41908,-10232,41382,-10191,40574,-10078,39675,-10022,39318,-10002,39167,-9991,39163,-9434,39156,-9205,39152,-9116,38531,-9095,37760,-9148,38012,-9166,38117,-9181,38159,-9185,37943,-8783,37619,-8262,37247,-7726,36869,-7130,36489,-6459,36103,-5809 ;
 36800,-19945,36800,-19945,36800,-19945,36800,-19945,36800,-19945,36554,-20353,35836,-20667,34973,-20946,34494,-21410,34101,-21965,33987,-22161,33949,-22225,33936,-22247,33931,-22253,34585,-22246,35412,-22220,35681,-22211,35769,-22214,35797,-22216,35772,-22502,35765,-22590,35764,-22618,35763,-22628,35763,-22631,35488,-23005,35390,-23118,35358,-23156,35543,-22547,35786,-21722,36052,-20829,36120,-20530,36596,-19958,37115,-19303,37682,-18639,37841,-18437,38119,-17760,38577,-16899,38585,-16910,38586,-16909,38043,-16494,37303,-16007,36655,-15560,36098,-15113,35551,-14745,35016,-14387,34454,-13994,33920,-13594,33388,-13174 ;

Cluster 5 consists of the following 19 point :

 31802,-31835,31906,-31864,32017,-31831,32130,-31782,32244,-31728,32371,-31674,32495,-31617,32617,-31565,32737,-31510,32857,-31453,32982,-31404,33108,-31353,33219,-31299,33330,-31241,33366,-31222,33450,-31160,33541,-31080,33640,-31006,33671,-30985,33707,-30884,33718,-30851,33774,-30775,33841,-30684,33863,-30656,33870,-30648,33873,-30645,33874,-30644,33879,-30552,33885,-30438,33885,-30399,33885,-30386,33892,-30294,33914,-30183,33931,-30053,33958,-29917,33986,-29780,33996,-29736,33918,-29694,33895,-29681,34016,-29102,34168,-28397,34221,-28170,34238,-28095,34190,-27505,34183,-27329,33755,-26833,33546,-26584,33398,-26446,32964,-26015,32825,-25889,32691,-25830,32647,-25811,32908,-25301,32974,-25137,32996,-25084,33063,-25007,33085,-24983,32999,-24952,32885,-24918,32762,-24884,32636,-24838 ;
 49285,-23813,49285,-23813,49398,-24315,49521,-25071,49702,-26023,49905,-27030,50068,-28106,50232,-29122,50496,-30147,50814,-31107,51075,-32061,51169,-32552,51214,-32789,51239,-32895,50756,-32943,49976,-33034,49596,-33101,48895,-33158,47997,-33186,46997,-33179,46072,-33162,45631,-33152,45424,-33150,44928,-32850,44183,-32385,43374,-31872,42972,-31643,42290,-31204,41577,-30701,41257,-30488,41103,-30375,41216,-29826,41462,-29060,41555,-28677,41510,-27963,41307,-27096,41214,-26672,41162,-26470,41143,-26373,41249,-25838,41436,-25066,41538,-24685,41597,-24508,41887,-23939,42279,-23237,42810,-22376,43366,-21499,44002,-20635,44306,-20222,44453,-20026,44523,-19931,44057,-19896,43288,-19868,42295,-19854,41295,-19797,40344,-19807,39892,-19853,39677,-19867,39176,-19860,38526,-19796,37818,-19729 ;
 49976,-16168,50347,-16309,50536,-16377,50582,-16895,50600,-17138,50551,-17073,50526,-17044,50512,-17031,50506,-17025,50272,-17280,50190,-17598,50154,-17751,50484,-17837,50656,-17884,50741,-17909,50320,-17936,49577,-17925,48763,-17918,47825,-17903,47346,-17889,47509,-18178,47584,-18325,47621,-18401,47643,-18437,47654,-18455,47151,-18376,46415,-18280,45586,-18128,45213,-18048,45023,-17993,44881,-18453,44820,-19127,44737,-19969,44685,-20831,44856,-21275,44945,-21495,44986,-21609,45005,-21666,45015,-21693,45019,-21708,45021,-21715,44658,-21837,44681,-21834,44758,-21346,44804,-21109,44707,-20521,44602,-19761,44395,-18849,44290,-18413,44241,-18195,43732,-18125,43020,-18117,42653,-18108,42460,-18104,41835,-18117,41030,-18090,40661,-18069,40177,-17880,39646,-17577,39093,-17238,38445,-16892 ;
 29965,-32251,30172,-32319,30247,-32338,30811,-32312,30789,-32314,31321,-32208,31527,-32175,31541,-32009,31496,-31803,31428,-31601,31208,-31063,30956,-30395,30701,-29697,30395,-28879,30079,-28130,29800,-27349,29481,-26549,29169,-25810,29065,-25547,29028,-25452,29404,-25038,29945,-24435,30503,-23811 ;
 46741,-19952,46741,-19952,46511,-19944,46180,-19910,45780,-19892,45354,-19864,44916,-19838,44484,-19773,44034,-19720,43585,-19685,43133,-19688,42671,-19675,42239,-19665,41799,-19655,41390,-19617,40952,-19572,40504,-19533,40062,-19510,39856,-19503,39754,-19501,39901,-19393,39980,-19340,40244,-19312 ;
 47872,-27144,47872,-27144,47469,-26764,46917,-26193,46331,-25543,45665,-24856,45393,-24546,44765,-24403,44030,-24319,43191,-24316,42850,-24315,42621,-24275,42444,-24212,42372,-24186,42748,-23810,42524,-24012,42811,-23741,43310,-23236,43530,-23038,43628,-22957,43677,-22423,43973,-21973,44099,-21810,44155,-21748,44177,-21722,44186,-21712,44270,-22234,44387,-22907,44434,-23067,44488,-23404,44504,-23540,44508,-23596,44509,-23618,44510,-23628,44510,-23631,44173,-23226,43706,-22639,43495,-22416,43320,-22284 ;
 47384,-23354,47934,-23242,48170,-23193,48274,-23171,48027,-22665,47631,-21969,47178,-21170,46967,-20817,46430,-20263,45803,-19615,45531,-19312,45341,-18622,45321,-17715,45321,-17352,45316,-17190,45568,-17632,45924,-18354,46463,-18759,46957,-19382,47165,-19639,47253,-19749,47289,-19792,47872,-19830,48655,-19793,49598,-19820,49970,-19830,50118,-19833,50185,-19837,50214,-19839,50226,-19841,50231,-19841,50233,-19842,50234,-19842,49663,-19933,49418,-19950,49048,-19439,48897,-19216,48832,-19121,48391,-18855 ;
 49166,-29756,49166,-29756,49166,-29756,49016,-30237,48964,-30409,48398,-30452,48191,-30468,47689,-30136,47153,-29599,46518,-29031,46302,-28811,46225,-28733,45738,-28409,45036,-28014,44279,-27642,43657,-27296,43065,-26907,42497,-26544,42051,-26243,41557,-25868,41006,-25481,40448,-25179,39899,-24887,39346,-24556,39132,-24448,39118,-23841,39154,-23065,39157,-22784,38852,-22218,38735,-22023,38268,-21926,37657,-21836 ;
 36688,-32316,36688,-32316,36688,-32316,36688,-32316,36688,-32316,36688,-32316,36688,-32316,36688,-32316,36688,-32316,36688,-32316,36688,-32316,36462,-31906,36141,-31303,35755,-30666,35375,-29956,35188,-29571,35196,-29578,35127,-29126,35054,-28438,34912,-27672,34706,-26843,34532,-26013,34453,-25220,34431,-24908,34093,-24621,33636,-24339,33166,-24094,32643,-23823,32102,-23559,31556,-23290 ;
 50256,-29455,50256,-29455,49584,-29413,48692,-29387,47716,-29365,46730,-29349,45718,-29259,44743,-29194,43781,-29135,42889,-29094,42522,-29079,42223,-28433,42121,-28183,42081,-28099,42065,-28067,42059,-28055,42056,-28050,42118,-27458,42201,-26605,42232,-26272,42244,-26149,42128,-25513,42062,-25276,42238,-24617,42474,-23819,42557,-23527,42274,-23106,41853,-22629,41385,-22164,40901,-21651 ;
 46269,-29963,46269,-29963,45794,-29852,45137,-29606,44523,-29396,43873,-29223,43273,-29080,43014,-29010,42528,-28504,41943,-27847,41363,-27145,40795,-26417,40264,-25754,39747,-25137,39532,-24859,39376,-24220,39229,-23307,39158,-22894,38860,-22399,38432,-21780,38240,-21474,37783,-21061,37325,-20760,36862,-20428,36653,-20279,36311,-20140,36157,-20077,36178,-19655,36251,-19007,36381,-18279,36562,-17553 ;
 44446,-24240,44371,-24134,44336,-24085,44205,-24055,44027,-24016,43810,-23975,43707,-23953,43462,-23450,43349,-23218,43184,-23101,42986,-23050,42776,-23013 ;
 42949,-32504,42949,-32504,42735,-32286,42432,-31984,41974,-31585,41833,-31459,41379,-31327,40862,-31210,40286,-31129,39691,-31055,39502,-31028,39443,-31017,39426,-31013,39421,-31012,39419,-31012,39419,-31012,39419,-31012,39419,-31012,39405,-30401,39384,-29643,39349,-28827,39335,-28583,39449,-28107,39581,-27513,39622,-27331,39632,-27270,39512,-26867,39373,-26353,39332,-26199,39556,-25668,39882,-24963,39982,-24742,39945,-24118,39887,-23399,39887,-23167,39885,-23096,39885,-23075,39885,-23069,39885,-23067,39448,-23003 ;
 42496,-30493,42578,-30072,42746,-29436,42822,-29133,42806,-28675,42756,-28008,42691,-27215,42581,-26403,42498,-25592,42424,-24793,42346,-23974,42253,-23156,42179,-22765,41751,-22367,41240,-22003,40699,-21566,40149,-21145,39521,-20735 ;
 50728,-27117,50728,-27117,50914,-27712,50957,-27917,50955,-27909,50955,-27907,50955,-27906,50682,-27361,50271,-26618,50116,-26354,50007,-25708,49855,-24888,49805,-24601,49532,-23930,49436,-23698,48987,-23396,48435,-23044,47822,-22645 ;
 44045,-28179,43778,-27502,43648,-27163,43488,-26957,43400,-26850,43357,-26798,43236,-26740,43090,-26667,42913,-26592 ;
 30874,-29140,30874,-29140,30284,-29229,29503,-29380,29218,-29432,28545,-29680,27761,-29954,27481,-30039,27382,-30065,27921,-29946,28352,-29812,29048,-29593,29838,-29348,30499,-29109,31174,-28871,31821,-28643,32422,-28449,33078,-28320,33708,-28110,33918,-28042,34433,-28445,35086,-28959,35317,-29158,35652,-29138,35765,-29133,35801,-29130,35813,-29129,36198,-29601,36320,-29747,36357,-29798,36369,-29815,36374,-29820,36376,-29822,36376,-29823,35883,-30102,35214,-30565,34509,-31086,34273,-31262,34189,-31331,34161,-31354,34152,-31362,33829,-30889,33359,-30214,32979,-29575,32598,-28998,32279,-28582,32157,-28450,32032,-27936,31963,-27472,31944,-27318,32007,-26827,32089,-26344,32122,-26171,31715,-25942,31126,-25668,30540,-25429,29916,-25197,29303,-24982,28707,-24800 ;
 39866,-27411,39888,-27439,39896,-27450,39981,-28113,40015,-28379,40027,-28486,40031,-28529,40106,-29189,40220,-30063,40255,-31014,40238,-31399,40237,-31561,40820,-31464,41658,-31244,42546,-30981,43567,-30753,44550,-30448,45554,-30162,46378,-30238,47105,-30430,47775,-30723,48639,-30745,49520,-30584,49874,-30518,49439,-30620,48666,-30817,48325,-30891,48186,-30919,48129,-30931,48106,-30935,48098,-30937,48094,-30938,48093,-30938,48093,-30938,47548,-30803,46772,-30642,45791,-30410,44789,-30174,43764,-29843,42749,-29591,41763,-29395,40771,-29172,39681,-28913,39218,-28786,39031,-28739,39062,-28111,39232,-27265,39307,-26906,39326,-26763,38710,-26694,37937,-26619,37975,-26624,38035,-25986,38047,-25734,37664,-25537,37113,-25301,36472,-25009,36214,-24890,35848,-24452 ;
 37445,-31264,37445,-31264,37923,-31489,38140,-31591,38796,-31680,38550,-31651,37852,-31588,37543,-31563,37397,-31558,37330,-31557,37656,-31427,37802,-31363,37522,-31462,37398,-31506,37345,-31526,37321,-31535,37311,-31539,37307,-31541,37305,-31542,37406,-31020,37653,-30227,37775,-29876,37826,-29717,37851,-29646,37993,-29066,38157,-28268,38375,-27378,38480,-26976,38880,-26312,39411,-25542,39666,-25221,39781,-25060,39833,-24988,39859,-24955,39871,-24940,40006,-24417,40266,-23733,40555,-22929,40813,-22063,40937,-21670,40983,-21494,40647,-21361,40126,-21252,39884,-21200,39778,-21178,39335,-21098,38753,-21022,38102,-20975 ;

Cluster 6 consists of the following 11 point :

 92,-20464,92,-20464,690,-20483,1469,-20460,1727,-20440,1819,-20430,1849,-20425,1860,-20423,1863,-20423,1865,-20422,1865,-20422,1865,-20422,1866,-20422,1866,-20422 ;
 1793,-18568,1792,-18649,1791,-18678,1791,-18687,1790,-18691,1790,-18692,1790,-18692,1790,-18693,1790,-18693,1790,-18693,1790,-18693,1906,-18295,2109,-17768,2331,-17178,2411,-16974,2243,-16570,1992,-16062,1900,-15872,1875,-15802,1915,-15372,1928,-15217,1932,-15160,1935,-15139,1937,-15132,1937,-15129,1938,-15128,1938,-15128,1938,-15128,1938,-15127,1938,-15127,1938,-15127,1938,-15127,1938,-15127,1938,-15127,1557,-15268,1409,-15315,1357,-15336,1338,-15343,1331,-15345,1329,-15346,1328,-15347,1418,-15730,1574,-16274,1766,-17042,1976,-17889 ;
 -3476,-19953,-4187,-19479,-4478,-19268,-4596,-19182,-4645,-19146,-4665,-19132,-4674,-19126,-4677,-19123,-4429,-18837,-4053,-18457,-3884,-18293,-3601,-17901,-3490,-17738,-2948,-17828,-2717,-17886,-2416,-17413,-2289,-17210,-1746,-17209,-987,-17218,-674,-17218,-122,-17532,479,-17996,734,-18195,830,-18272,868,-18302,884,-18315,890,-18320,893,-18323,1241,-18542,1704,-18831,2077,-19105,2231,-19232,2303,-19286,2331,-18961,2402,-18475,2441,-17855,2506,-17268 ;
 1888,-18714,1888,-18714,2319,-18684,2919,-18657,3130,-18650,3100,-18049,2990,-17253,2950,-16987,2935,-16892,2931,-16859,2929,-16847,2928,-16843,2928,-16842,2928,-16842,3223,-17127,3618,-17494,4072,-17970,4534,-18433,4708,-18609,4769,-18669,4371,-18606,3797,-18525,3590,-18507,3515,-18499,3329,-17869,3061,-17064,2815,-16191 ;
 433,-18882,412,-18578,552,-17863,722,-17062,788,-16804,806,-16725,946,-16091,1124,-15257,1276,-14431,1311,-14186,1322,-14111,1415,-13446,1484,-12847,1625,-12217,1667,-12030,2033,-12201,2144,-12259,2481,-12620,2897,-13121,3300,-13647,3753,-14133,4145,-14669,4564,-15136,4985,-15627,5399,-16087,5832,-16579,6268,-17100,6646,-17593,7037,-18056,7440,-18489,7880,-18983,8306,-19485,8448,-19638,8490,-19679,8067,-19823 ;
 1051,-15988,1296,-16407,1399,-16590,1443,-16663,1463,-16694,1472,-16707,1476,-16713 ;
 2088,-17321,2088,-17321,2647,-17348,2836,-17350,2903,-17353,2927,-17354,2935,-17354,2938,-17354,2939,-17354,2939,-17354,2940,-17354,2940,-17354,2940,-17354,2940,-17354,2940,-17354,2940,-17354,2940,-17354,2940,-17354,2826,-17795,2777,-17942,2759,-17995,2752,-18014,2749,-18020,2748,-18022,2748,-18023,2517,-17618,2439,-17487,2413,-17438,2404,-17421,2400,-17416,2399,-17414,2399,-17413,2399,-17413,2399,-17413,2399,-17413,2399,-17413,2399,-17413,2399,-17413 ;
 4096,-19284,4096,-19284,4540,-19247,5135,-19184,5813,-19132,6092,-19117,6199,-19110,6241,-19107,6257,-19105,6263,-19104,5812,-19102,5623,-19110,5547,-19115,5345,-18714 ;
 1230,-19273,1230,-19273,1650,-19169,1848,-19128,2008,-18719,2168,-18160,2245,-17907,2287,-17782 ;
 -4526,-19389,-5215,-18898,-5546,-18688,-5832,-18243,-6210,-17579,-6372,-17252,-6448,-17096,-6095,-17133,-5510,-17244 ;
 -2965,-22581,-2964,-22559,-2962,-22550,-2855,-22013,-2807,-21793,-2785,-21706,-2774,-21669,-2770,-21653,-2768,-21646,-2767,-21644,-2767,-21642,-2767,-21642,-2767,-21642,-2767,-21642,-2767,-21642,-2705,-21084,-2554,-20295,-2486,-19968,-2456,-19838,-2446,-19786,-2353,-19183,-2218,-18345,-2080,-17397,-1952,-16404,-1861,-15626,-1736,-14932,-1688,-14647,-1448,-14241,-1348,-14071,-1054,-13717,-649,-13266,-476,-13078,-406,-12998,-374,-12963,-361,-12949,-70,-12637,327,-12259,493,-12119,565,-12056,593,-12028,606,-12016,611,-12011,613,-12008,614,-12007,614,-12007,614,-12007,615,-12007,615,-12007,615,-12007,615,-12007,615,-12007,615,-12007,615,-12007,615,-12007,615,-12007,515,-12409,474,-12588,464,-12666,458,-12700,455,-12715,454,-12722,453,-12724,453,-12725,453,-12726,452,-12726,452,-12726,452,-12726,452,-12726,452,-12726,452,-12726,452,-12726,667,-13066,941,-13536,1252,-14021,1362,-14220,1407,-14302,1424,-14334,1431,-14347,1434,-14353,1436,-14355,1437,-14356,1437,-14357,1437,-14357,1437,-14357,1254,-14743,982,-15299,715,-15873,386,-16501,236,-16789,184,-16909 ;

Cluster 7 consists of the following 11 point :

 -2030,10803,-2156,10369,-2312,9774,-2544,9066,-2748,8317,-2978,7567,-3188,6841,-3333,6130,-3526,5422,-3692,4677,-3856,4010,-3994,3300,-4172,2591,-4345,1905,-4525,1175,-4701,467,-4851,-236,-4921,-495,-4954,-598,-4965,-640,-4971,-655,-4973,-661,-4974,-664,-4975,-665,-4975,-665,-4748,-1064,-4479,-1651,-4361,-1887,-3752,-2044,-2907,-2105,-2028,-2177,-1040,-2185,-37,-2229,987,-2321,1936,-2326,1746,-2307,1103,-2295,825,-2297,708,-2295,947,-2769,1303,-3416,1636,-4200,1776,-4480,1838,-4590,2371,-4867,3112,-5222,3835,-5513,4513,-5860,5174,-6247,5781,-6622,6530,-7021,7333,-7418,8115,-7759,8856,-8099,9664,-8512,10515,-8940,11367,-9359,12215,-9783,12552,-9949,12685,-10014,13310,-10007,14124,-9985,15039,-9939,15372,-9918,15967,-9750,16716,-9467,17517,-9104,18354,-8667,19237,-8317,20088,-7903,20410,-7749,20938,-7247,21159,-7067,21737,-6639,21969,-6469,22427,-5944,22958,-5258,23168,-4993,23823,-4888,24660,-4824,25541,-4817,26430,-4816,27406,-4834,28386,-4850,29337,-4848,30336,-4838,31245,-4794,32203,-4759,33153,-4674,34159,-4670,35043,-4630,35989,-4570,36958,-4491,37890,-4397,38891,-4406,39281,-4388,39971,-4505,40758,-4760,41625,-5101,42563,-5482,42924,-5622,42509,-5686,42231,-5711,42040,-5737,41964,-5746,42430,-5993,42626,-6103,43270,-6372,43983,-6678,44847,-7065,45701,-7461,46412,-7741,46727,-7805,46723,-7808,46173,-7717,46193,-7725,46192,-7725,45932,-7357,45628,-6876 ;
 1271,7924,1134,7948,1077,7350,1002,6463,940,5593,906,4844,890,3963,889,3660,1039,3020,1266,2223,1423,1379,1630,564,1918,-346,2173,-1195,2337,-2063,2386,-2361,2869,-2868,3018,-3031,3242,-3643,3322,-3856,3705,-4170,4322,-4615,4990,-5120,5724,-5636,6478,-6126,7231,-6637,8012,-7182,8753,-7749,9447,-8261,10182,-8781,11011,-9291,11828,-9833,12536,-10314,13341,-10884,13901,-11282,14160,-11895,14238,-12091,14264,-12158,13661,-12196,12866,-12244,11961,-12250,12272,-12243,11752,-12239,11589,-12231,11532,-12228,12049,-11859,12692,-11378,13348,-10839,13563,-10669,13666,-10386,13697,-10294,14305,-10097,14923,-9862,15564,-9650,16152,-9484,16781,-9305,17013,-9246,17513,-9293,18137,-9332,18336,-9359,19011,-9163,19875,-8956,20783,-8719,21635,-8391,22581,-8144,23478,-7915,24423,-7596,25414,-7286,26404,-6983,27340,-6697,28245,-6416,29236,-6157,30159,-5915,30474,-5832,30583,-5803,31267,-5970,32080,-6233,32955,-6401,33806,-6669,34712,-6917,35618,-7160,36551,-7374,37389,-7620,37674,-7709,38035,-7477,38167,-7392,38857,-7382,39719,-7424,40616,-7464,41538,-7508,42480,-7595,43379,-7738,43688,-7789,43795,-7806,43832,-7809,43280,-7960,42619,-8203,42380,-8284,42299,-8311,42819,-8028,43518,-7598,44312,-7172,45113,-6682,45384,-6527,45475,-6473,45506,-6453,45516,-6446,45520,-6444,46123,-6271,46341,-6196,46415,-6177,46441,-6172,46562,-6774,46605,-6977,46623,-7043,46630,-7066,46252,-6839,46123,-6759,46080,-6733,46067,-6725,45966,-7304,45931,-7498,45524,-8008,45349,-8203,45290,-8274,45815,-8606,45995,-8726,46440,-8575,46599,-8528,46848,-7927,47077,-7129,47206,-6726,47258,-6593,47275,-6543,46892,-7003,47129,-6674,47583,-6128,47751,-5933,47356,-5441,47679,-5686,47786,-5781,47894,-5204,47967,-4423,47805,-4136,47751,-4032,47909,-4320,47900,-4310,47898,-4307,47486,-4112,46940,-3869 ;
